,train,val,test
0,Pancalyze_HE_2_H-7,Pancalyze_HE_7_A-1,Pancalyze_HE_6_C-1
1,Pancalyze_HE_2_H-8,Pancalyze_HE_7_A-2,Pancalyze_HE_6_C-2
2,Pancalyze_HE_2_H-9,Pancalyze_HE_7_A-3,Pancalyze_HE_3_F-7
3,Pancalyze_HE_2_H-10,Pancalyze_HE_7_A-4,Pancalyze_HE_3_F-8
4,Pancalyze_HE_2_H-11,Pancalyze_HE_3_A-7,Pancalyze_HE_5_A-7
5,Pancalyze_HE_2_H-12,Pancalyze_HE_3_A-8,Pancalyze_HE_5_A-8
6,Pancalyze_HE_3_A-1,Pancalyze_HE_8_F-7,Pancalyze_HE_3_C-11
7,Pancalyze_HE_3_A-2,Pancalyze_HE_8_F-8,Pancalyze_HE_3_C-12
8,Pancalyze_HE_3_A-9,Pancalyze_HE_5_C-5,Pancalyze_HE_5_F-1
9,Pancalyze_HE_3_A-10,Pancalyze_HE_5_C-6,Pancalyze_HE_5_F-2
10,Pancalyze_HE_3_B-3,Pancalyze_HE_5_C-7,Pancalyze_HE_3_G-5
11,Pancalyze_HE_3_B-4,Pancalyze_HE_5_C-8,Pancalyze_HE_3_G-6
12,Pancalyze_HE_3_B-7,Pancalyze_HE_2_A-5,Pancalyze_HE_5_G-3
13,Pancalyze_HE_3_B-8,Pancalyze_HE_2_A-6,Pancalyze_HE_5_G-4
14,Pancalyze_HE_3_C-1,Pancalyze_HE_4_B-7,Pancalyze_HE_1_D-7
15,Pancalyze_HE_3_C-2,Pancalyze_HE_4_B-8,Pancalyze_HE_1_D-8
16,Pancalyze_HE_3_C-5,Pancalyze_HE_4_G-5,Pancalyze_HE_4_H-5
17,Pancalyze_HE_3_C-6,Pancalyze_HE_4_G-6,Pancalyze_HE_4_H-6
18,Pancalyze_HE_3_D-9,Pancalyze_HE_1_H-7,Pancalyze_HE_4_D-3
19,Pancalyze_HE_3_D-10,Pancalyze_HE_1_H-8,Pancalyze_HE_4_D-4
20,Pancalyze_HE_3_E-5,Pancalyze_HE_8_G-2,Pancalyze_HE_6_B-7
21,Pancalyze_HE_3_E-6,Pancalyze_HE_4_C-9,Pancalyze_HE_6_B-8
22,Pancalyze_HE_3_E-7,Pancalyze_HE_4_C-10,Pancalyze_HE_4_E-1
23,Pancalyze_HE_3_E-8,Pancalyze_HE_9_F-5,Pancalyze_HE_4_E-2
24,Pancalyze_HE_3_E-11,Pancalyze_HE_9_F-6,Pancalyze_HE_9_H-1
25,Pancalyze_HE_3_E-12,Pancalyze_HE_6_A-7,Pancalyze_HE_9_H-2
26,Pancalyze_HE_3_F-1,Pancalyze_HE_6_A-8,Pancalyze_HE_4_A-9
27,Pancalyze_HE_3_F-2,Pancalyze_HE_5_B-11,Pancalyze_HE_4_A-10
28,Pancalyze_HE_3_G-9,Pancalyze_HE_5_A-1,Pancalyze_HE_5_G-9
29,Pancalyze_HE_3_G-10,Pancalyze_HE_5_A-2,Pancalyze_HE_5_G-10
30,Pancalyze_HE_3_G-11,Pancalyze_HE_1_H-11,Pancalyze_HE_4_A-7
31,Pancalyze_HE_3_G-12,Pancalyze_HE_1_H-12,Pancalyze_HE_4_A-8
32,Pancalyze_HE_3_H-1,Pancalyze_HE_6_C-7,Pancalyze_HE_8_G-5
33,Pancalyze_HE_3_H-2,Pancalyze_HE_6_C-8,Pancalyze_HE_8_G-6
34,Pancalyze_HE_3_H-9,Pancalyze_HE_7_B-1,Pancalyze_HE_4_E-7
35,Pancalyze_HE_3_H-10,Pancalyze_HE_7_B-2,Pancalyze_HE_4_E-8
36,Pancalyze_HE_4_A-11,Pancalyze_HE_9_A-9,Pancalyze_HE_2_E-9
37,Pancalyze_HE_4_A-12,Pancalyze_HE_9_A-10,Pancalyze_HE_2_E-10
38,Pancalyze_HE_4_B-1,Pancalyze_HE_9_A-11,Pancalyze_HE_8_A-9
39,Pancalyze_HE_4_B-2,Pancalyze_HE_9_A-12,Pancalyze_HE_8_A-10
40,Pancalyze_HE_4_B-11,Pancalyze_HE_1_G-3,Pancalyze_HE_4_B-3
41,Pancalyze_HE_4_B-12,Pancalyze_HE_1_G-4,Pancalyze_HE_4_B-4
42,Pancalyze_HE_6_A-3,Pancalyze_HE_2_G-3,Pancalyze_HE_1_B-7
43,Pancalyze_HE_6_A-4,Pancalyze_HE_2_G-4,Pancalyze_HE_1_B-8
44,Pancalyze_HE_6_A-5,Pancalyze_HE_9_D-7,Pancalyze_HE_4_H-11
45,Pancalyze_HE_6_A-6,Pancalyze_HE_9_D-8,Pancalyze_HE_4_H-12
46,Pancalyze_HE_6_B-5,Pancalyze_HE_4_D-1,Pancalyze_HE_3_D-7
47,Pancalyze_HE_6_B-6,Pancalyze_HE_4_D-2,Pancalyze_HE_3_D-8
48,Pancalyze_HE_6_B-9,Pancalyze_HE_8_D-1,Pancalyze_HE_3_F-5
49,Pancalyze_HE_6_B-10,Pancalyze_HE_8_D-2,Pancalyze_HE_3_F-6
50,Pancalyze_HE_6_B-11,Pancalyze_HE_7_F-5,Pancalyze_HE_2_D-3
51,Pancalyze_HE_6_B-12,Pancalyze_HE_7_F-6,Pancalyze_HE_2_D-4
52,Pancalyze_HE_6_C-5,Pancalyze_HE_2_E-7,
53,Pancalyze_HE_6_C-6,Pancalyze_HE_2_E-8,
54,Pancalyze_HE_6_C-9,Pancalyze_HE_1_G-5,
55,Pancalyze_HE_6_C-10,Pancalyze_HE_1_G-6,
56,Pancalyze_HE_6_D-5,,
57,Pancalyze_HE_6_D-6,,
58,Pancalyze_HE_6_E-7,,
59,Pancalyze_HE_6_E-8,,
60,Pancalyze_HE_6_E-9,,
61,Pancalyze_HE_6_E-10,,
62,Pancalyze_HE_6_E-11,,
63,Pancalyze_HE_6_E-12,,
64,Pancalyze_HE_6_F-3,,
65,Pancalyze_HE_6_F-4,,
66,Pancalyze_HE_6_F-9,,
67,Pancalyze_HE_6_F-10,,
68,Pancalyze_HE_6_H-1,,
69,Pancalyze_HE_6_H-2,,
70,Pancalyze_HE_6_H-4,,
71,Pancalyze_HE_1_D-1,,
72,Pancalyze_HE_1_D-2,,
73,Pancalyze_HE_7_B-3,,
74,Pancalyze_HE_7_B-4,,
75,Pancalyze_HE_7_B-5,,
76,Pancalyze_HE_7_B-6,,
77,Pancalyze_HE_7_B-7,,
78,Pancalyze_HE_7_B-8,,
79,Pancalyze_HE_7_C-1,,
80,Pancalyze_HE_7_C-2,,
81,Pancalyze_HE_1_D-4,,
82,Pancalyze_HE_7_C-7,,
83,Pancalyze_HE_7_C-8,,
84,Pancalyze_HE_7_C-9,,
85,Pancalyze_HE_7_C-10,,
86,Pancalyze_HE_7_D-3,,
87,Pancalyze_HE_7_D-4,,
88,Pancalyze_HE_7_E-1,,
89,Pancalyze_HE_7_E-2,,
90,Pancalyze_HE_7_E-3,,
91,Pancalyze_HE_7_E-4,,
92,Pancalyze_HE_7_E-10,,
93,Pancalyze_HE_7_E-11,,
94,Pancalyze_HE_7_E-12,,
95,Pancalyze_HE_7_F-1,,
96,Pancalyze_HE_7_F-2,,
97,Pancalyze_HE_7_F-4,,
98,Pancalyze_HE_7_F-9,,
99,Pancalyze_HE_7_F-10,,
100,Pancalyze_HE_7_G-7,,
