,train,val,test
0,Pancalyze_HE_2_H-7,Pancalyze_HE_6_E-9,Pancalyze_HE_5_D-1
1,Pancalyze_HE_2_H-8,Pancalyze_HE_6_E-10,Pancalyze_HE_5_D-2
2,Pancalyze_HE_2_H-9,Pancalyze_HE_5_B-11,Pancalyze_HE_5_D-3
3,Pancalyze_HE_2_H-10,Pancalyze_HE_8_B-1,Pancalyze_HE_5_D-4
4,Pancalyze_HE_2_H-11,Pancalyze_HE_8_B-2,Pancalyze_HE_8_E-11
5,Pancalyze_HE_2_H-12,Pancalyze_HE_1_B-1,Pancalyze_HE_8_E-12
6,Pancalyze_HE_3_A-1,Pancalyze_HE_1_B-2,Pancalyze_HE_7_F-9
7,Pancalyze_HE_3_A-2,Pancalyze_HE_1_A-3,Pancalyze_HE_7_F-10
8,Pancalyze_HE_3_A-7,Pancalyze_HE_1_A-4,Pancalyze_HE_6_B-11
9,Pancalyze_HE_3_A-8,Pancalyze_HE_1_H-7,Pancalyze_HE_6_B-12
10,Pancalyze_HE_3_A-9,Pancalyze_HE_1_H-8,Pancalyze_HE_6_D-5
11,Pancalyze_HE_3_A-10,Pancalyze_HE_3_B-3,Pancalyze_HE_6_D-6
12,Pancalyze_HE_3_B-7,Pancalyze_HE_3_B-4,Pancalyze_HE_4_G-5
13,Pancalyze_HE_3_B-8,Pancalyze_HE_7_F-1,Pancalyze_HE_4_G-6
14,Pancalyze_HE_3_C-1,Pancalyze_HE_7_F-2,Pancalyze_HE_5_C-9
15,Pancalyze_HE_3_C-2,Pancalyze_HE_6_A-7,Pancalyze_HE_5_C-10
16,Pancalyze_HE_3_C-5,Pancalyze_HE_6_A-8,Pancalyze_HE_9_F-5
17,Pancalyze_HE_3_C-6,Pancalyze_HE_9_F-11,Pancalyze_HE_9_F-6
18,Pancalyze_HE_3_C-11,Pancalyze_HE_6_C-5,Pancalyze_HE_1_D-7
19,Pancalyze_HE_3_C-12,Pancalyze_HE_6_C-6,Pancalyze_HE_1_D-8
20,Pancalyze_HE_3_D-9,Pancalyze_HE_5_E-5,Pancalyze_HE_8_A-1
21,Pancalyze_HE_3_D-10,Pancalyze_HE_5_E-6,Pancalyze_HE_8_A-2
22,Pancalyze_HE_3_E-5,Pancalyze_HE_1_H-11,Pancalyze_HE_8_A-3
23,Pancalyze_HE_3_E-6,Pancalyze_HE_1_H-12,Pancalyze_HE_8_A-4
24,Pancalyze_HE_3_E-7,Pancalyze_HE_4_E-3,Pancalyze_HE_3_G-5
25,Pancalyze_HE_3_E-8,Pancalyze_HE_4_E-4,Pancalyze_HE_3_G-6
26,Pancalyze_HE_3_E-11,Pancalyze_HE_7_C-7,Pancalyze_HE_2_B-7
27,Pancalyze_HE_3_E-12,Pancalyze_HE_7_C-8,Pancalyze_HE_2_B-8
28,Pancalyze_HE_3_F-1,Pancalyze_HE_7_C-9,Pancalyze_HE_1_H-9
29,Pancalyze_HE_3_F-2,Pancalyze_HE_7_C-10,Pancalyze_HE_1_H-10
30,Pancalyze_HE_3_F-7,Pancalyze_HE_1_D-1,Pancalyze_HE_6_A-5
31,Pancalyze_HE_3_F-8,Pancalyze_HE_1_D-2,Pancalyze_HE_6_A-6
32,Pancalyze_HE_3_G-9,Pancalyze_HE_8_D-1,Pancalyze_HE_2_F-11
33,Pancalyze_HE_3_G-10,Pancalyze_HE_8_D-2,Pancalyze_HE_2_F-12
34,Pancalyze_HE_3_G-11,Pancalyze_HE_1_C-7,Pancalyze_HE_9_D-3
35,Pancalyze_HE_3_G-12,Pancalyze_HE_1_C-8,Pancalyze_HE_9_D-4
36,Pancalyze_HE_3_H-1,Pancalyze_HE_9_C-9,Pancalyze_HE_8_G-5
37,Pancalyze_HE_3_H-2,Pancalyze_HE_9_C-10,Pancalyze_HE_8_G-6
38,Pancalyze_HE_3_H-9,Pancalyze_HE_2_F-9,Pancalyze_HE_1_E-9
39,Pancalyze_HE_3_H-10,Pancalyze_HE_2_F-10,Pancalyze_HE_3_G-3
40,Pancalyze_HE_4_A-7,Pancalyze_HE_6_F-5,Pancalyze_HE_3_G-4
41,Pancalyze_HE_4_A-8,Pancalyze_HE_6_F-6,Pancalyze_HE_4_C-5
42,Pancalyze_HE_4_A-9,Pancalyze_HE_4_H-3,Pancalyze_HE_4_C-6
43,Pancalyze_HE_4_A-10,Pancalyze_HE_4_H-4,Pancalyze_HE_6_D-3
44,Pancalyze_HE_4_A-11,Pancalyze_HE_9_H-5,Pancalyze_HE_6_D-4
45,Pancalyze_HE_4_A-12,Pancalyze_HE_9_H-6,Pancalyze_HE_3_A-3
46,Pancalyze_HE_4_B-1,Pancalyze_HE_3_H-3,Pancalyze_HE_3_A-4
47,Pancalyze_HE_4_B-2,Pancalyze_HE_3_H-4,Pancalyze_HE_5_A-5
48,Pancalyze_HE_4_B-7,Pancalyze_HE_9_E-7,Pancalyze_HE_5_A-6
49,Pancalyze_HE_4_B-8,Pancalyze_HE_9_E-8,Pancalyze_HE_4_G-1
50,Pancalyze_HE_4_B-11,Pancalyze_HE_3_F-5,Pancalyze_HE_4_G-2
51,Pancalyze_HE_4_B-12,Pancalyze_HE_3_F-6,Pancalyze_HE_3_H-5
52,Pancalyze_HE_6_A-3,,Pancalyze_HE_3_H-6
53,Pancalyze_HE_6_A-4,,Pancalyze_HE_3_D-7
54,Pancalyze_HE_6_B-5,,Pancalyze_HE_3_D-8
55,Pancalyze_HE_6_B-6,,
56,Pancalyze_HE_6_B-7,,
57,Pancalyze_HE_6_B-8,,
58,Pancalyze_HE_6_B-9,,
59,Pancalyze_HE_6_B-10,,
60,Pancalyze_HE_6_C-1,,
61,Pancalyze_HE_6_C-2,,
62,Pancalyze_HE_6_C-7,,
63,Pancalyze_HE_6_C-8,,
64,Pancalyze_HE_6_C-9,,
65,Pancalyze_HE_6_C-10,,
66,Pancalyze_HE_6_E-7,,
67,Pancalyze_HE_6_E-8,,
68,Pancalyze_HE_6_E-11,,
69,Pancalyze_HE_6_E-12,,
70,Pancalyze_HE_6_F-3,,
71,Pancalyze_HE_6_F-4,,
72,Pancalyze_HE_6_F-9,,
73,Pancalyze_HE_6_F-10,,
74,Pancalyze_HE_6_H-1,,
75,Pancalyze_HE_6_H-2,,
