,train,val,test
0,Pancalyze_HE_2_H-7,Pancalyze_HE_9_E-1,Pancalyze_HE_5_A-1
1,Pancalyze_HE_2_H-8,Pancalyze_HE_9_E-2,Pancalyze_HE_5_A-2
2,Pancalyze_HE_2_H-11,Pancalyze_HE_8_F-1,Pancalyze_HE_2_A-5
3,Pancalyze_HE_2_H-12,Pancalyze_HE_8_F-2,Pancalyze_HE_2_A-6
4,Pancalyze_HE_3_A-1,Pancalyze_HE_2_H-9,Pancalyze_HE_3_F-7
5,Pancalyze_HE_3_A-2,Pancalyze_HE_2_H-10,Pancalyze_HE_3_F-8
6,Pancalyze_HE_3_A-7,Pancalyze_HE_3_G-5,Pancalyze_HE_4_E-3
7,Pancalyze_HE_3_A-8,Pancalyze_HE_3_G-6,Pancalyze_HE_4_E-4
8,Pancalyze_HE_3_A-9,Pancalyze_HE_8_G-7,Pancalyze_HE_2_B-5
9,Pancalyze_HE_3_A-10,Pancalyze_HE_8_G-8,Pancalyze_HE_2_B-6
10,Pancalyze_HE_3_B-3,Pancalyze_HE_5_G-9,Pancalyze_HE_7_B-5
11,Pancalyze_HE_3_B-4,Pancalyze_HE_5_G-10,Pancalyze_HE_7_B-6
12,Pancalyze_HE_3_C-1,Pancalyze_HE_3_C-11,Pancalyze_HE_1_F-9
13,Pancalyze_HE_3_C-2,Pancalyze_HE_3_C-12,Pancalyze_HE_7_E-10
14,Pancalyze_HE_3_C-5,Pancalyze_HE_8_B-1,Pancalyze_HE_2_F-1
15,Pancalyze_HE_3_C-6,Pancalyze_HE_8_B-2,Pancalyze_HE_2_F-2
16,Pancalyze_HE_3_D-9,Pancalyze_HE_3_B-7,Pancalyze_HE_1_D-1
17,Pancalyze_HE_3_D-10,Pancalyze_HE_3_B-8,Pancalyze_HE_1_D-2
18,Pancalyze_HE_3_E-5,Pancalyze_HE_5_H-2,Pancalyze_HE_1_D-7
19,Pancalyze_HE_3_E-6,Pancalyze_HE_3_G-9,Pancalyze_HE_1_D-8
20,Pancalyze_HE_3_E-7,Pancalyze_HE_3_G-10,Pancalyze_HE_4_F-3
21,Pancalyze_HE_3_E-8,Pancalyze_HE_1_A-3,Pancalyze_HE_4_F-4
22,Pancalyze_HE_3_E-11,Pancalyze_HE_1_A-4,Pancalyze_HE_6_E-7
23,Pancalyze_HE_3_E-12,Pancalyze_HE_7_D-3,Pancalyze_HE_6_E-8
24,Pancalyze_HE_3_F-1,Pancalyze_HE_7_D-4,Pancalyze_HE_6_E-9
25,Pancalyze_HE_3_F-2,Pancalyze_HE_9_G-11,Pancalyze_HE_6_E-10
26,Pancalyze_HE_3_G-11,Pancalyze_HE_9_G-12,Pancalyze_HE_4_F-5
27,Pancalyze_HE_3_G-12,Pancalyze_HE_1_H-11,Pancalyze_HE_4_F-6
28,Pancalyze_HE_3_H-1,Pancalyze_HE_1_H-12,Pancalyze_HE_6_B-7
29,Pancalyze_HE_3_H-2,Pancalyze_HE_4_E-1,Pancalyze_HE_6_B-8
30,Pancalyze_HE_3_H-9,Pancalyze_HE_4_E-2,Pancalyze_HE_9_A-9
