,train,val,test
0,101 15.26180 1.1,7 15.3729 1.1,244 T1
1,101 15.26180 2.1,7 15.3729 1.2,244 N1
2,101 15.26180 2.2,7 H 15.3729 2.1 T1,257 T1
3,103 16.42314 1.1,7 H 15.3729 2.2 T2,257 N1
4,103 16.42314 2.1,7 15.3729 2.2,318 N1
5,104 15.35338 1.1,7 15.3729 2.1,318 T1
6,104 15.35338 2.2,C 17.20195 2A he_041300,248 T2
7,104 15.35338 2.1,C 17.20195 2B he_041650,248 N1
8,107 16.31191 1.1,C 17.20195 2C he_040509,C 16.38030 2E he_082649
9,107 16.31191 2.1,C 17.20195 2E he_040917,C 16.38030 1J he_082348
10,111 17.29020 4F2,293 N1,C 16.38030 1H he_083040
11,111 17.29020 4d2,293 T1,C 16.38030 1I he_082007
12,113 9698 7W,335 T1,C 16.38030 2D he_083418
13,113 9698 7R,335 N1,65 15.11578 e1
14,116 H 17.9754 1.1,C 16.19508 2B he_094020,65 15.11578 d1
15,116 H 17.9754 2.2,C 16.19508 2A he_094432,C 16.10821 2E he_100729
16,116 H 17.9754 1.2,48 14.15849 8C,C 16.10821 2B he_101102
17,116 H 17.9754 2.1,48 14.15849 norm,270 T1
18,118 17.27933 5a1,223 T1,270 N1
19,118 17.27933 5J3,159 N1,146 T3
20,122 H 17.15235 N,159 T5,146 T1
21,122 H 17.15235 T,159 T1,146 N1
22,127 14.9683 F,159 T4,146 T2
23,127 14.9683 A,159 N2,146 N2
24,131 14.13102 G,159 T3,290 N1
25,132 14.9816 F,159 T2,290 T1
26,132 14.9816 M,108 15.41146 1.1,C 16.44640 2C he_075817
27,134 15.5812 K,108 15.41146 2.2,C 16.44640 2B he_080154
28,134 15.5812 NS4,108 15.41146 2.1,274 N1
29,135 16.3496 J,253 T1,274 T1
30,135 16.3496 A,253 N1,102 15.33190 2.2
31,138 T1,199 N1,102 15.33190 1.1
32,138 N1,199 T1,102 15.33190 2.1
33,144 T1,251 T2,C 17.9203 2B1 he_054951
34,144 N1,251 T1,C 17.9203 2E he_054634
35,147 T2,171 T1,266 T1
36,147 N2,171 N1,266 N1
37,147 T1,171 N2,C 18.23144 2C he_210452
38,147 N1,171 T2,C 18.23144 2B he_210104
39,148 N1,61 15.8862 7B,234 N1
40,148 T1,61 15.8862 normal,234 T1
41,152 T3,38 17.2365 normal,269 N1
42,152 T2,38 17.2365 TM,269 T1
43,152 N1,45 14.13033 b6,C 16.11091 2B he_100310
44,152 T1,45 14.13033 b4,296 T1
45,152 N2,337 N1,296 N1
46,158 T1,9 16.6833 2.1,126 15.7307 J
47,158 N1,9 16.6833 1.1,150 N1
48,160 T3,263 N1,150 T1
49,160 N1,C 13.22838 7E he_105439,327 T1
50,160 T2,289 N1,327 N1
51,160 T1,289 T1,210 T1
52,161 N1,C 13.25902 5E he_105107,210 N2
53,161 T5,329 N1,319 A
54,161 T2,329 T1,C 16.33596 4G he_085029
55,161 N5,23 15.1107 i,
56,161 N2,23 15.1107 g,
57,161 T3,275 T1,
58,161 T4,C 17.6967 2A he_062203,
59,161 N3,C 17.6967 3A he_061934,
60,161 T1,C 17.6967 2E he_061553,
61,161 N6,,
62,161 N7,,
63,161 N4,,
64,165 T1,,
65,165 N1,,
66,167 T5,,
67,167 T2,,
68,167 T3,,
69,167 N1,,
70,167 T1,,
71,167 N3,,
72,167 T4,,
73,167 N2,,
74,172 N1,,
75,172 T1,,
76,173 T1,,
77,173 N1,,
78,173 T2,,
79,178 N1,,
80,178 T1,,
81,179 T1,,
82,179 N1,,
83,180 N1,,
84,180 T1,,
85,180 N2,,
86,180 T2,,
87,181 T1,,
88,181 N1,,
89,182 N1,,
90,182 T1,,
91,184 N1,,
92,184 T2,,
93,184 T1,,
94,185 N1,,
95,185 T1,,
96,187 T1,,
97,187 N1,,
98,191 T1,,
99,191 N1,,
100,198 T1,,
101,198 N1,,
102,200 T1,,
103,200 N1,,
104,203 T1,,
105,203 N1,,
106,206 T1,,
107,206 N1,,
108,212 N1,,
109,212 T1,,
110,213 T1,,
111,213 N1,,
112,218 N1,,
113,218 T1,,
114,218 N2,,
115,218 T2,,
116,21 H 15.10971 1.2,,
117,21 H 15.10971 1.1,,
118,21 15.10971 2.1,,
119,21 15.10971 2.2,,
120,224 T1,,
121,224 N1,,
122,225 T1,,
123,225 N1,,
124,228 T1,,
125,228 N1,,
126,22 15.11592 2.2,,
127,22 15.11592 2.1,,
128,22 15.11592 1.1,,
129,22 15.11592 1.2,,
130,230 T2,,
131,230 T1,,
132,232 T1,,
133,232 N1,,
134,236 T1,,
135,238 T1,,
136,238 N1,,
137,239 T1,,
138,241 T1,,
139,247 T1,,
140,247 N1,,
141,24 15.6839 1.1,,
142,24 15.6839 2.1,,
143,256 N1,,
144,256 T1,,
145,261 N1,,
146,261 T1,,
147,265 T1,,
148,265 N1,,
149,273 T1,,
150,273 N1,,
151,280 N1,,
152,281 T1,,
153,281 N1,,
154,283 N1,,
155,283 T1,,
156,284 N1,,
157,287 N1,,
158,287 T1,,
159,288 T1,,
160,288 N1,,
161,2 15.4379 T1,,
162,2 15.4379 T4,,
163,2 15.4379 T2,,
164,2 15.4379 T3,,
165,307 T1,,
166,30 H 16.444 1-15,,
167,30 H 16.444 2.1,,
168,30 H 16.444 2.2,,
169,313 N1,,
170,316 N1,,
171,317 N1,,
172,324 N1,,
173,324 T1,,
174,325 N1,,
175,328 N1,,
176,328 T1,,
177,334 T1,,
178,334 N1,,
179,34 15.15571 1.1,,
180,34 15.15571 1.2,,
181,34 15.15571 2.1,,
